id_intervento,tipo,nome,fase,fase_orig,data_stato,data_attivazione,data_fine
Ciclabilita_Rete:ef7e321b58,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:341eb02867,ciclabile,Via del Muro Lineri - Via Tuscolana - Via di Campo Romano - Via Frascineto - Via Publio Elio - Via Niobe - Via Anagnina - Via dei Sette Metri - Via del Fontanile Anagnino,da_definire,23.0,placeholder,,
Ciclabilita_Rete:5c1430fbad,ciclabile,Viale Pietro Anderioni - Via Fabrizio Chiari - Via Adriano Ferraresi - Via Selene - Via del Torraccio di Torrenova - Via Leonardi Agostini - Via Alfonso Alberghetti,da_definire,23.0,placeholder,,
Ciclabilita_Rete:77c69cb00f,ciclabile,Via Torregrotta - Via Rometta - Via Motta Camastra - Via Bolognetta - Via Casilina - Via Fontana Candida (Via del Corvio),da_definire,23.0,placeholder,,
Ciclabilita_Rete:f6c6e5cf55,ciclabile,Via di Prataporci (Casilina - Via del Padiglione),da_definire,23.0,placeholder,,
Ciclabilita_Rete:da6ff4876b,ciclabile,Via Casilina (Metro C Fontana Candida - Via Burgio),da_definire,23.0,placeholder,,
Ciclabilita_Rete:2228877af7,ciclabile,Via di Rocca Cencia (Casilina - Stazione Metro Finocchio),da_definire,23.0,placeholder,,
Ciclabilita_Rete:5f2555b694,ciclabile,Via Casilina (Metro C Fontana Candida - Via Burgio),da_definire,23.0,placeholder,,
Ciclabilita_Rete:9f258513f2,ciclabile,Via S.Biagio Platani - Via Villabate - Via Giarratana - Metro C Fontana Candida,da_definire,23.0,placeholder,,
Ciclabilita_Rete:cb35745017,ciclabile,Via di Torre Gaia,da_definire,23.0,placeholder,,
Ciclabilita_Rete:d15bea1d32,ciclabile,Via Antonio Ingegnoli - Via della Tenuta di Torrenova,da_definire,23.0,placeholder,,
Ciclabilita_Rete:07b3cf8b46,ciclabile,Via della Tenuta del Cavaliere - Via di Lunghezza - Via del Casalone - Via Castellato - Via Campodipietra,da_definire,23.0,placeholder,,
Ciclabilita_Rete:7c98213b9f,ciclabile,Via della Tenuta del Cavaliere - Via di Lunghezza - Via del Casalone - Via Castellato - Via Campodipietra,da_definire,23.0,placeholder,,
Ciclabilita_Rete:d0d1f42503,ciclabile,Via della Tenuta del Cavaliere - Via di Lunghezza - Via del Casalone - Via Castellato - Via Campodipietra,da_definire,23.0,placeholder,,
Ciclabilita_Rete:99e12322b3,ciclabile,Via della Tenuta del Cavaliere - Via di Lunghezza - Via del Casalone - Via Castellato - Via Campodipietra,da_definire,23.0,placeholder,,
Ciclabilita_Rete:636911c7f1,ciclabile,Via di Lunghezza (Via della Tenuta del Cavaliere) - Via Acquaviva d'Isernia - Via Carpinone - Via delle Cerquete,da_definire,23.0,placeholder,,
Ciclabilita_Rete:b3cbd28465,ciclabile,Via di Lunghezza (Via della Tenuta del Cavaliere) - Via Acquaviva d'Isernia - Via Carpinone - Via delle Cerquete,da_definire,7.0,placeholder,,
Ciclabilita_Rete:a3df803254,ciclabile,Via Alberto Marveli - Parco  Marveli (Via delle Cerquete),da_definire,23.0,placeholder,,
Ciclabilita_Rete:c3e678095e,ciclabile,Via David Maria Turoldo - Via Busso - Via Cardinale Federico Tedeschini,da_definire,23.0,placeholder,,
Ciclabilita_Rete:4e62e73fb4,ciclabile,Via del Fosso dell'Osa (Via Crognaleto - Via Torricella Sicura),da_definire,23.0,placeholder,,
Ciclabilita_Rete:f16473f726,ciclabile,Via Picciano,da_definire,23.0,placeholder,,
Ciclabilita_Rete:4449810bf5,ciclabile,Via Perano - Via Santa Maria di Loreto,da_definire,23.0,placeholder,,
Ciclabilita_Rete:b8710b4b8b,ciclabile,Via Massa di San Giuliano (Via Miglianico),da_definire,23.0,placeholder,,
Ciclabilita_Rete:1c78e9db59,ciclabile,Via Torregrotta - Via Rometta - Via Motta Camastra - Via Bolognetta - Via Casilina - Via Fontana Candida (Via del Corvio),da_definire,23.0,placeholder,,
Ciclabilita_Rete:0f7016ca9c,ciclabile,Via Prenestina,da_definire,5.0,placeholder,,
Ciclabilita_Rete:65a5398a46,ciclabile,Via Don Primo Mazzolari - Via Don Pirro Scavizzi (fino a via del Fosso dell'Osa),da_definire,23.0,placeholder,,
Ciclabilita_Rete:ab66640cac,ciclabile,Via Miglianico - Via Civitella Casanova,da_definire,23.0,placeholder,,
Ciclabilita_Rete:28abe6fb5a,ciclabile,Via Prenestina,da_definire,5.0,placeholder,,
Ciclabilita_Rete:5398abcc77,ciclabile,Via Prenestina,da_definire,5.0,placeholder,,
Ciclabilita_Rete:b113ca65dc,ciclabile,Via Tor Angela Vecchia,da_definire,23.0,placeholder,,
Ciclabilita_Rete:a4e2aee6a6,ciclabile,Via Luciano Conti - Via Nicola Saliola - Via Don Ruggero Caputo - Via Padre Giuseppe Petrilli - Via Monsignor Pietro Orsi - Via Pietro Corti,da_definire,23.0,placeholder,,
Ciclabilita_Rete:bead7d80ea,ciclabile,Via Luciano - Viale Francesco Caltagirone - Via Luigi Gastinelli,da_definire,23.0,placeholder,,
Ciclabilita_Rete:bae709522a,ciclabile,"Parte del Progetto ""Parco Lineare dell'Antica Via Collatini da Porta Maggiore a Gabii""",da_definire,5.0,placeholder,,
Ciclabilita_Rete:42dd8aeffc,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:369380701e,ciclabile,Tor Vergata - Campus,da_definire,24.0,placeholder,,
Ciclabilita_Rete:1197fc53e8,ciclabile,Tor Vergata - Campus,da_definire,24.0,placeholder,,
Ciclabilita_Rete:59629fb8c2,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:dd3e1a57c8,ciclabile,Tor Vergata - Campus,da_definire,24.0,placeholder,,
Ciclabilita_Rete:d6645ac353,ciclabile,Campus - Ospedale,da_definire,22.0,placeholder,,
Ciclabilita_Rete:02ea6b5577,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:dff5ab34c8,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:24a654f050,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:d2fed73eae,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:2de88acb54,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:d04f136b50,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:e2c69bf17e,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:3d85925f43,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:7fc221021c,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:cfbab2d32e,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:680a040904,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:9c9adfcef5,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:be637a886d,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:5f73e0c3c2,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:362a4bab1f,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:c97ce4ab1a,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:1e05060f0d,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:1c1d7fd377,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:1f836a5ba2,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:2b80986890,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:690fd9d6da,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:f5485d0ee1,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:88a9989bc9,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:54f2bab938,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:80e6baa2bb,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:28124b1224,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:aab1c217b3,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:add66a8ad8,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:7592151f3c,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:05eb5ad961,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:0c370f3133,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:77a2c06132,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:a8ed0c5a59,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:80b6d834df,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:5eb20e405c,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:eaedb71b91,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:ee218fcdc4,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:758530d2a8,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:7dae3aa047,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:cc24977e26,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:0589ad3783,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:62a2845c26,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:9ed17fb6f9,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:6f49994870,ciclabile,Via Turino di Sano - Via dei Giardinetti,da_definire,23.0,placeholder,,
Ciclabilita_Rete:0846afd2e0,ciclabile,Via Luciano Conti - Via Nicola Saliola - Via Don Ruggero Caputo - Via Padre Giuseppe Petrilli - Via Monsignor Pietro Orsi - Via Pietro Corti,da_definire,23.0,placeholder,,
Ciclabilita_Rete:642de67917,ciclabile,Via delle Cerquete - Via Cardinal Luigi Traglia - Via Raffaello Liberti - Via Don Giuseppe Puglisi (Via Padre Damiano de Veuster),da_definire,7.0,placeholder,,
Ciclabilita_Rete:c08ede4e73,ciclabile,Via di Lunghezza (Via della Tenuta del Cavaliere) - Via Acquaviva d'Isernia - Via Carpinone - Via delle Cerquete,da_definire,23.0,placeholder,,
Ciclabilita_Rete:3770d3f503,ciclabile,Via della Tenuta del Cavaliere - Via di Lunghezza - Via del Casalone - Via Castellato - Via Campodipietra,da_definire,7.0,placeholder,,
Ciclabilita_Rete:04fbf452f9,ciclabile,Via Poggio Sannita - Via Sesto Campano - Via Cerro al Volturno - Via Carpinone (Via Acquaviva d'Isernia),da_definire,7.0,placeholder,,
Ciclabilita_Rete:1214904225,ciclabile,Via Borghesiana,da_definire,7.0,placeholder,,
Ciclabilita_Rete:ab65737c0c,ciclabile,Prato Fiorito-S. M. delle Mole (Prenestino-Appia) (Via Casilina - confine Comunale),da_definire,7.0,placeholder,,
Ciclabilita_Rete:75f08560f9,ciclabile,Prato Fiorito-S. M. delle Mole (Prenestino-Appia) (Via Casilina - confine Comunale),da_definire,7.0,placeholder,,
Ciclabilita_Rete:65777ee075,ciclabile,Prato Fiorito-S. M. delle Mole (Prenestino-Appia) (Via Casilina - confine Comunale),da_definire,7.0,placeholder,,
Ciclabilita_Rete:f445e64dcb,ciclabile,Via Avola - Via Montalbano Elicona - Via Geraci Siculo - Via Montelepre,da_definire,23.0,placeholder,,
Ciclabilita_Rete:a7b3451136,ciclabile,Via Borghesiana,da_definire,7.0,placeholder,,
Ciclabilita_Rete:7d06edf778,ciclabile,Via Borghesiana (Via Montelepre - Via Prenestina),da_definire,7.0,placeholder,,
Ciclabilita_Rete:dc2601a91c,ciclabile,"Parte del Progetto ""Parco Lineare dell'Antica Via Collatini da Porta Maggiore a Gabii""",da_definire,5.0,placeholder,,
Ciclabilita_Rete:6643128c4a,ciclabile,"Parte del Progetto ""Parco Lineare dell'Antica Via Collatini da Porta Maggiore a Gabii""",da_definire,5.0,placeholder,,
Ciclabilita_Rete:79adf98ab6,ciclabile,"Parte del Progetto ""Parco Lineare dell'Antica Via Collatini da Porta Maggiore a Gabii""",da_definire,5.0,placeholder,,
Ciclabilita_Rete:c9b0df87ce,ciclabile,Via Anagnina,da_definire,21.0,placeholder,,
Ciclabilita_Rete:87fe1932f6,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:54a61ecb81,ciclabile,Tor Bella Monaca,da_definire,0.0,placeholder,,
Ciclabilita_Rete:81767dd4af,ciclabile,Tor Bella Monaca,da_definire,0.0,placeholder,,
Ciclabilita_Rete:888b8bbc25,ciclabile,Tor Bella Monaca,da_definire,0.0,placeholder,,
Ciclabilita_Rete:52d385e68c,ciclabile,Tor Bella Monaca,da_definire,0.0,placeholder,,
Ciclabilita_Rete:cdc1fbd66b,ciclabile,Tor Bella Monaca,da_definire,0.0,placeholder,,
Ciclabilita_Rete:6f40e6ef3a,ciclabile,Tor Bella Monaca,da_definire,0.0,placeholder,,
Ciclabilita_Rete:9742b71580,ciclabile,Tor Bella Monaca,da_definire,0.0,placeholder,,
Ciclabilita_Rete:75c6327b57,ciclabile,Tor Bella Monaca,da_definire,0.0,placeholder,,
Ciclabilita_Rete:5f38f9e025,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:0285d2c29d,ciclabile,Via Giovanni Battista Cigola (fino a Via Tremestieri Etneo),da_definire,,placeholder,,
Ciclabilita_Rete:ac2d364ed2,ciclabile,Via S.Biagio Platani - Via Villabate - Via Giarratana - Metro C Fontana Candida,da_definire,23.0,placeholder,,
Ciclabilita_Rete:2f943bf8fe,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:8a93568e2a,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:26386b4926,ciclabile,Dorsale Casilina (Torre Maura -Torre Angela),da_definire,0.0,placeholder,,
Ciclabilita_Rete:3336e8a683,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:43cc6ffdfa,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:73e8499537,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:888a06eb05,ciclabile,Via Luciano - Viale Francesco Caltagirone - Via Luigi Gastinelli,da_definire,23.0,placeholder,,
Ciclabilita_Rete:88c49976d6,ciclabile,Via Luciano Conti - Via Nicola Saliola - Via Don Ruggero Caputo - Via Padre Giuseppe Petrilli - Via Monsignor Pietro Orsi - Via Pietro Corti,da_definire,23.0,placeholder,,
Ciclabilita_Rete:6dc717c9b9,ciclabile,Via del Fosso dell'Osa (Via Crognaleto - Via Torricella Sicura),da_definire,23.0,placeholder,,
Ciclabilita_Rete:e9495eb663,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:a63d666c25,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:f66f0246b3,ciclabile,Ciclabile “Piano Integrato Tor Bella Monaca- Tor Vergata” - PUi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:6735a57f82,ciclabile,Via Antonio Ingegnoli - Via della Tenuta di Torrenova,da_definire,23.0,placeholder,,
Ciclabilita_Rete:6481e8f972,ciclabile,Via di Castel Romano,da_definire,0.0,placeholder,,
Ciclabilita_Rete:bd911ae98e,ciclabile,Vitinia - Tor De Cenci,da_definire,2.0,placeholder,,
Ciclabilita_Rete:6148b447ed,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:6dbf21197a,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:b1648eb18c,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:8b2b5e1352,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:c767b9993f,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:0511b02d1e,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:7c0fcbb2d0,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:40c67c1e86,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:d57d2785d7,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:17d59ad426,ciclabile,Vitinia - Tor De Cenci,da_definire,2.0,placeholder,,
Ciclabilita_Rete:f7e98e1b6d,ciclabile,Vitinia - Tor De Cenci,da_definire,2.0,placeholder,,
Ciclabilita_Rete:641d953bdc,ciclabile,Vitinia - Tor De Cenci,da_definire,2.0,placeholder,,
Ciclabilita_Rete:ce12c9fe87,ciclabile,Vitinia - Tor De Cenci,da_definire,2.0,placeholder,,
Ciclabilita_Rete:28111211e9,ciclabile,Vitinia - Tor De Cenci,da_definire,2.0,placeholder,,
Ciclabilita_Rete:4c7e40fd20,ciclabile,Vitinia - Tor De Cenci,da_definire,2.0,placeholder,,
Ciclabilita_Rete:95e0d096ea,ciclabile,Vitinia - Tor De Cenci,da_definire,2.0,placeholder,,
Ciclabilita_Rete:a5d0475c7e,ciclabile,Bretella da Via Laurentina a Via Alvaro del Portillo (rotonda Via di Trigoria),da_definire,7.0,placeholder,,
Ciclabilita_Rete:befcad88e7,ciclabile,Pontino (Roma-Mare Sud) (Tor de Cenci - confine Comunale),da_definire,7.0,placeholder,,
Ciclabilita_Rete:60db47d614,ciclabile,Pontino (Roma-Mare Sud) (Tor de Cenci - confine Comunale),da_definire,7.0,placeholder,,
Ciclabilita_Rete:60d72173dc,ciclabile,Tevere-Lago di Albano,da_definire,7.0,placeholder,,
Ciclabilita_Rete:3917c2238f,ciclabile,Pontino (Roma-Mare Sud) (Tor de Cenci - confine Comunale),da_definire,7.0,placeholder,,
Ciclabilita_Rete:cafbdf8bf6,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:02b5ef00cb,ciclabile,Vitinia - Tor De Cenci,da_definire,2.0,placeholder,,
Ciclabilita_Rete:ddc1776cac,ciclabile,Sottopasso di via Drei,da_definire,21.0,placeholder,,
Ciclabilita_Rete:0d810f26d0,ciclabile,EUR - Tor De Cenci,da_definire,0.0,placeholder,,
Ciclabilita_Rete:84f49fb510,ciclabile,Dorsale Colombo (Ciclomare tratto Via Laurentina - Ostia),da_definire,0.0,placeholder,,
Ciclabilita_Rete:499db6fdc1,ciclabile,Dorsale Colombo (Ciclomare tratto Via Laurentina - Ostia),da_definire,5.0,placeholder,,
Ciclabilita_Rete:9f3e09af91,ciclabile,Dorsale Colombo (Ciclomare tratto Via Laurentina - Ostia),da_definire,5.0,placeholder,,
Ciclabilita_Rete:4c83bf302c,ciclabile,Percorso ciclopedonale in sx fiume Tevere di collegamento a Mezzocammino,da_definire,7.0,placeholder,,
Ciclabilita_Rete:b1d389ce02,ciclabile,Tor Pagnotta - Fonte Laurentina,da_definire,2.0,placeholder,,
Ciclabilita_Rete:7f20ed17fc,ciclabile,Tor Pagnotta - Fonte Laurentina,da_definire,2.0,placeholder,,
Ciclabilita_Rete:a153913975,ciclabile,Viale Sabatini-Via Fiume Bianco-Viale Borghi-Via Garosi-Via di Valleranello-Via Chiarini-Via Amaldi,da_definire,7.0,placeholder,,
Ciclabilita_Rete:48eafc746d,ciclabile,Via di Castel di Leva,da_definire,23.0,placeholder,,
Ciclabilita_Rete:f64d002895,ciclabile,Via di Castel di Leva,da_definire,7.0,placeholder,,
Ciclabilita_Rete:afa315f6b6,ciclabile,Via Laurentina (Via di Castel di Leva - confine Comunale),da_definire,7.0,placeholder,,
Ciclabilita_Rete:fd361c9a61,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:d68889cdce,ciclabile,Via Ostiense,da_definire,7.0,placeholder,,
Ciclabilita_Rete:1f894cdf40,ciclabile,Ricucitura Tevere Sud - Torrino (Parco dei Fumetti),da_definire,0.0,placeholder,,
Ciclabilita_Rete:5a68f20e7d,ciclabile,EUR - Tor De Cenci,da_definire,0.0,placeholder,,
Ciclabilita_Rete:5cdd43e230,ciclabile,EUR - Tor De Cenci,da_definire,0.0,placeholder,,
Ciclabilita_Rete:d8afb023f5,ciclabile,EUR - Tor De Cenci,da_definire,0.0,placeholder,,
Ciclabilita_Rete:23b73ba6c1,ciclabile,Viale Sabatini-Via Fiume Bianco-Viale Borghi-Via Garosi-Via di Valleranello-Via Chiarini-Via Amaldi,da_definire,0.0,placeholder,,
Ciclabilita_Rete:019572f69e,ciclabile,EUR - Tor De Cenci,da_definire,0.0,placeholder,,
Ciclabilita_Rete:5ac007f75a,ciclabile,Connessione Spinaceto - Casal Brunori,da_definire,21.0,placeholder,,
Ciclabilita_Rete:33d1afd740,ciclabile,Vitinia - Tor De Cenci,da_definire,2.0,placeholder,,
Ciclabilita_Rete:8950522eb7,ciclabile,Connessione Spinaceto - Casal Brunori,da_definire,21.0,placeholder,,
Ciclabilita_Rete:707e77e7c7,ciclabile,Connessione Spinaceto - Casal Brunori,da_definire,21.0,placeholder,,
Ciclabilita_Rete:5602fba82d,ciclabile,Connessione Spinaceto - Casal Brunori,da_definire,21.0,placeholder,,
Ciclabilita_Rete:a0e3bef190,ciclabile,Connessione Spinaceto - Casal Brunori,da_definire,21.0,placeholder,,
Ciclabilita_Rete:efe1056478,ciclabile,Pontino (Roma-Mare Sud) (Tor de Cenci - confine Comunale),da_definire,7.0,placeholder,,
Ciclabilita_Rete:e6fd29db96,ciclabile,EUR - Tor De Cenci,da_definire,0.0,placeholder,,
Ciclabilita_Rete:3a0af30c40,ciclabile,Percorso ciclopedonale in sx fiume Tevere di collegamento a Mezzocammino,da_definire,7.0,placeholder,,
Ciclabilita_Rete:46cb25b4a9,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:78b8a6fc12,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:21a4a0a27f,ciclabile,Parte della Tirrenica_dalla pista ciclabile Tevere Ponte di Mezzocammino al confine comunale di Fiumicino,da_definire,2.0,placeholder,,
Ciclabilita_Rete:a6859f740f,ciclabile,Parte della Tirrenica_dalla pista ciclabile Tevere Ponte di Mezzocammino al confine comunale di Fiumicino,da_definire,2.0,placeholder,,
Ciclabilita_Rete:dd4d60a1ed,ciclabile,Parte della Tirrenica_dalla pista ciclabile Tevere Ponte di Mezzocammino al confine comunale di Fiumicino,da_definire,2.0,placeholder,,
Ciclabilita_Rete:15ade29552,ciclabile,Via Aurelia (Stazione Aurelia - Via Castel di Guido) - Via Castel di Guido - Via Aurelia su fiume Arrone,da_definire,7.0,placeholder,,
Ciclabilita_Rete:b2a1522964,ciclabile,Via Aurelia (Stazione Aurelia - Via Castel di Guido) - Via Castel di Guido - Via Aurelia su fiume Arrone,da_definire,7.0,placeholder,,
Ciclabilita_Rete:36a09b1597,ciclabile,Via Malagrotta - Via di Ponte Galeria - Via Usini - Via Portuense (Regina Ciclarum),da_definire,7.0,placeholder,,
Ciclabilita_Rete:9401ab8f32,ciclabile,Via Boccea - Via Tragliata - Via Anguillara,da_definire,7.0,placeholder,,
Ciclabilita_Rete:92939ca08e,ciclabile,Via di Boccea,da_definire,7.0,placeholder,,
Ciclabilita_Rete:0014ee941c,ciclabile,Via Aurelia (Stazione Aurelia - Via Castel di Guido) - Via Castel di Guido - Via Aurelia su fiume Arrone,da_definire,7.0,placeholder,,
Ciclabilita_Rete:4b1c6a2d87,ciclabile,Via Malagrotta - Via di Ponte Galeria - Via Usini - Via Portuense (Regina Ciclarum),da_definire,7.0,placeholder,,
Ciclabilita_Rete:8ab1c720db,ciclabile,Via di Boccea,da_definire,7.0,placeholder,,
Ciclabilita_Rete:4076a7fe0e,ciclabile,Via Aurelia (Stazione Aurelia - Via Castel di Guido) - Via Castel di Guido - Via Aurelia su fiume Arrone,da_definire,7.0,placeholder,,
Ciclabilita_Rete:4b0cf07216,ciclabile,Via Boccea - Via Tragliata - Via Anguillara,da_definire,7.0,placeholder,,
Ciclabilita_Rete:f9f5e1a9db,ciclabile,Da Stazione San Filippo Neri a Stazione La Giustiniana,da_definire,7.0,placeholder,,
