id_intervento,tipo,nome,fase,fase_orig,data_stato,data_attivazione,data_fine
Ciclabilita_Rete:5583ff5a0a,ciclabile,Piazzale Ostiense - Via dei Cerchi (lungo Viale Aventino),da_definire,0.0,placeholder,,
Ciclabilita_Rete:8707f06308,ciclabile,Dorsale Casilina (Metro Termini - Via Togliatti),da_definire,0.0,placeholder,,
Ciclabilita_Rete:a89859f3c3,ciclabile,Via Magna Grecia - Via Acaia - Via Cilicia - Viale Marco Polo,da_definire,5.0,placeholder,,
Ciclabilita_Rete:36c7a68f6d,ciclabile,Via dell'Amba Aradam - Piazza di San Giovanni in Laterano,da_definire,5.0,placeholder,,
Ciclabilita_Rete:08b3950c63,ciclabile,Via XX Settembre - Largo S. Susanna - Via Vittorio Emanuele Orlando - Via Nazionale,da_definire,5.0,placeholder,,
Ciclabilita_Rete:5577e1084b,ciclabile,Anello Botteghe Oscure - Plebiscito,da_definire,0.0,placeholder,,
Ciclabilita_Rete:3d597c5f7e,ciclabile,Via dell'Amba Aradam - Piazza di San Giovanni in Laterano,da_definire,5.0,placeholder,,
Ciclabilita_Rete:233c526536,ciclabile,Corso Vittorio Emanuele - Anello Botteghe Oscure - Plebiscito,da_definire,24.0,placeholder,,
Ciclabilita_Rete:b5915c3ceb,ciclabile,Dorsale Casilina (Metro Termini - Via Togliatti),da_definire,5.0,placeholder,,
Ciclabilita_Rete:5373c78251,ciclabile,Via XX Settembre - Largo S. Susanna - Via Vittorio Emanuele Orlando - Via Nazionale,da_definire,5.0,placeholder,,
Ciclabilita_Rete:0330cc967d,ciclabile,Via Cavour - Via Amendola - Largo di Villa Peretti,da_definire,23.0,placeholder,,
Ciclabilita_Rete:c4e48232d2,ciclabile,Via Magna Grecia - Via Acaia - Via Cilicia - Viale Marco Polo,da_definire,5.0,placeholder,,
Ciclabilita_Rete:c89a776e22,ciclabile,GRAB,da_definire,,placeholder,,
Ciclabilita_Rete:69d36a38a2,ciclabile,GRAB,da_definire,2.0,placeholder,,
Ciclabilita_Rete:5b99cb9361,ciclabile,GRAB,da_definire,2.0,placeholder,,
Ciclabilita_Rete:c6b1439089,ciclabile,GRAB,da_definire,,placeholder,,
Ciclabilita_Rete:2054f56dd7,ciclabile,GRAB,da_definire,,placeholder,,
Ciclabilita_Rete:2ea1ed2cc5,ciclabile,GRAB,da_definire,2.0,placeholder,,
Ciclabilita_Rete:3d5d5e3895,ciclabile,Via Claudia - Via Santo Stefano Rotondo - Piazza San Giovanni in Laterano,da_definire,5.0,placeholder,,
Ciclabilita_Rete:da5b90c91c,ciclabile,GRAB,da_definire,5.0,placeholder,,
Ciclabilita_Rete:9270d8539f,ciclabile,Viale Manzoni - Via Labicana,da_definire,5.0,placeholder,,
Ciclabilita_Rete:cc10d02046,ciclabile,GRAB,da_definire,,placeholder,,
Ciclabilita_Rete:013ecf0404,ciclabile,VIa del Campo Boario da Piazzale Ostiense a Via Nicola Zabaglia,da_definire,0.0,placeholder,,
Ciclabilita_Rete:a84ba716fe,ciclabile,Lungotevere sx da Via Rubattino a Ponte Sublicio aggancio Via Portuense - Largo Aventino - Bocca della Verit�,da_definire,0.0,placeholder,,
Ciclabilita_Rete:e6e22911aa,ciclabile,Ponte Sublicio,da_definire,0.0,placeholder,,
Ciclabilita_Rete:9f839b5992,ciclabile,Fermata Metro Manzoni - Fermata Metro Furio Camillo (lungo via E. Filiberto e Via Appia Nuova),da_definire,21.0,placeholder,,
Ciclabilita_Rete:011aad87b0,ciclabile,Piazzale Ostiense - Piazzale Metronio,da_definire,2.0,placeholder,,
Ciclabilita_Rete:28cea0a8b8,ciclabile,Via dell'Amba Aradam - Piazza di San Giovanni in Laterano,da_definire,21.0,placeholder,,
Ciclabilita_Rete:b9e6ea2717,ciclabile,Via Zabaglia,da_definire,0.0,placeholder,,
Ciclabilita_Rete:f7a87e5e13,ciclabile,VIa del Campo Boario da Piazzale Ostiense a Via Nicola Zabaglia,da_definire,0.0,placeholder,,
Ciclabilita_Rete:7a3da57e9e,ciclabile,Via del Canneto,da_definire,0.0,placeholder,,
Ciclabilita_Rete:938156214c,ciclabile,GRAB,da_definire,2.0,placeholder,,
Ciclabilita_Rete:ee18d6086a,ciclabile,GRAB,da_definire,2.0,placeholder,,
Ciclabilita_Rete:0528bca807,ciclabile,Via De Coubertin - Via G.Gaudini - Viale M.Pilsudski,da_definire,2.0,placeholder,,
Ciclabilita_Rete:c9a1dfac75,ciclabile,"Via Tiburtina, da Viale Regina Elena alla Stazione Tiburtina",da_definire,1.0,placeholder,,
Ciclabilita_Rete:20ca8534bd,ciclabile,Viale Tiziano,da_definire,0.0,placeholder,,
Ciclabilita_Rete:2ed7e9f061,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:982cedc8e7,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:ea8a7c46f1,ciclabile,GRAB_Dorsale Aniene,da_definire,0.0,placeholder,,
Ciclabilita_Rete:de1a4b1881,ciclabile,Via Andrea Doria,da_definire,0.0,placeholder,,
Ciclabilita_Rete:e57ae34b5c,ciclabile,Via Andrea Doria,da_definire,0.0,placeholder,,
Ciclabilita_Rete:43cca7014a,ciclabile,Via De Coubertin - Via G.Gaudini - Viale M.Pilsudski,da_definire,2.0,placeholder,,
Ciclabilita_Rete:b1cf3091e8,ciclabile,Prolungamento Pista Nomentana a Stazione Termini + aggancio piazza di Porta San Lorenzo,da_definire,0.0,placeholder,,
Ciclabilita_Rete:2364731312,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:7266b07c7e,ciclabile,GRAB,da_definire,0.0,placeholder,,
Ciclabilita_Rete:7900fc48e7,ciclabile,GRAB_Dorsale Aniene,da_definire,0.0,placeholder,,
Ciclabilita_Rete:cc59252d64,ciclabile,GRAB,da_definire,2.0,placeholder,,
Ciclabilita_Rete:fae5f0d68d,ciclabile,GRAB,da_definire,2.0,placeholder,,
Ciclabilita_Rete:74a576f7fa,ciclabile,GRAB,da_definire,2.0,placeholder,,
Ciclabilita_Rete:849e1c4f15,ciclabile,Via del Corso-Via Flaminia (da Belle Arti a P.zza Venezia),da_definire,0.0,placeholder,,
Ciclabilita_Rete:8e7f11ce9f,ciclabile,Dorsale Tevere,da_definire,0.0,placeholder,,
Ciclabilita_Rete:80f19b1e26,ciclabile,"Via Tiburtina, da Viale Regina Elena alla Stazione Tiburtina",da_definire,1.0,placeholder,,
Ciclabilita_Rete:cfc3c67fb2,ciclabile,Monte Mario,da_definire,0.0,placeholder,,
Ciclabilita_Rete:3e89da4a85,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:91f1e4e016,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:b7ba65c5d1,ciclabile,GRAB,da_definire,0.0,placeholder,,
Ciclabilita_Rete:f1e6a84dc3,ciclabile,GRAB,da_definire,2.0,placeholder,,
Ciclabilita_Rete:28cb393659,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:1546b99a6b,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:3ac7c4f9d9,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:7fb74c17f4,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:2fc616b2ef,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:5563ebf1fb,ciclabile,GRAB,da_definire,2.0,placeholder,,
Ciclabilita_Rete:eaef694c54,ciclabile,Dorsale Tevere,da_definire,0.0,placeholder,,
Ciclabilita_Rete:ab2cbd640e,ciclabile,Corridoio Tevere Sx,da_definire,0.0,placeholder,,
Ciclabilita_Rete:9fb424aed2,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:fbd36b1752,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:472bcff2c7,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:09c5f45e4e,ciclabile,GRAB,da_definire,2.0,placeholder,,
Ciclabilita_Rete:c9d728fb37,ciclabile,GRAB,da_definire,2.0,placeholder,,
Ciclabilita_Rete:e21b2e5e35,ciclabile,GRAB,da_definire,2.0,placeholder,,
Ciclabilita_Rete:7e9ea56629,ciclabile,GRAB,da_definire,2.0,placeholder,,
Ciclabilita_Rete:387427eebe,ciclabile,Viale XXI Aprile - Viale delle Province,da_definire,2.0,placeholder,,
Ciclabilita_Rete:c8d4a9af55,ciclabile,GRAB,da_definire,2.0,placeholder,,
Ciclabilita_Rete:ddd3c3a0fb,ciclabile,Via De Coubertin - Via G.Gaudini - Viale M.Pilsudski,da_definire,2.0,placeholder,,
Ciclabilita_Rete:9f936702fa,ciclabile,GRAB,da_definire,2.0,placeholder,,
Ciclabilita_Rete:d0e1505faf,ciclabile,"Via Tiburtina, da Viale Regina Elena alla Stazione Tiburtina",da_definire,1.0,placeholder,,
Ciclabilita_Rete:082a1a5c40,ciclabile,Circonvallazione Nomentana - Via Guido Mazzoni - Via Irene Imperatrice d'Oriente,da_definire,5.0,placeholder,,
Ciclabilita_Rete:750367a9d5,ciclabile,Via De Coubertin - Via G.Gaudini - Viale M.Pilsudski,da_definire,2.0,placeholder,,
Ciclabilita_Rete:2ea9ab2ca1,ciclabile,Corso d'Italia,da_definire,21.0,placeholder,,
Ciclabilita_Rete:6444640139,ciclabile,Via della Lega Lombarda - Via Catania - Via Morgagni,da_definire,21.0,placeholder,,
Ciclabilita_Rete:f3ee6bc206,ciclabile,Lungotevere Salvo D'Acquisto - Lungotevere dell'Acqua Acetosa - Via Antonio Sant'Elia,da_definire,21.0,placeholder,,
Ciclabilita_Rete:565e37a222,ciclabile,Lungotevere della Vittoria - Guglielmo Oberdan - delle Armi - Michelangelo - dei Mellini - Prati,da_definire,21.0,placeholder,,
Ciclabilita_Rete:fb1325a6b8,ciclabile,Lungotevere della Vittoria - Guglielmo Oberdan - delle Armi - Michelangelo - dei Mellini - Prati,da_definire,21.0,placeholder,,
Ciclabilita_Rete:2cf2d6790e,ciclabile,Lungotevere della Vittoria - Guglielmo Oberdan - delle Armi - Michelangelo - dei Mellini - Prati,da_definire,21.0,placeholder,,
Ciclabilita_Rete:06d7e0afd9,ciclabile,Viale dell'Università (Viale Regina Elena - Viale del Policlinico),da_definire,23.0,placeholder,,
Ciclabilita_Rete:c528527a9f,ciclabile,Viale Regina Margherita,da_definire,0.0,placeholder,,
Ciclabilita_Rete:4ad4b91a38,ciclabile,Viale Regina Margherita,da_definire,0.0,placeholder,,
Ciclabilita_Rete:94205d3cde,ciclabile,Via Flaminia (da Belle Arti a P.zza Venezia),da_definire,23.0,placeholder,,
Ciclabilita_Rete:5b11366a8a,ciclabile,Via dei Corridori - Via Borgo S.Angelo - Piazza Pia,da_definire,23.0,placeholder,,
Ciclabilita_Rete:e44bfc93bc,ciclabile,Viale dei Parioli,da_definire,23.0,placeholder,,
Ciclabilita_Rete:7609732608,ciclabile,Viale Regina Margherita,da_definire,0.0,placeholder,,
Ciclabilita_Rete:dc53b04cc6,ciclabile,Viale di Valle Giulia - Viale Antonino e Faustina - Viale delle due Piramidi - Viale dell'Uccelleria - Bioparco,da_definire,23.0,placeholder,,
Ciclabilita_Rete:d6961b2b08,ciclabile,Via Lanciani - Viadotto Ciclabile  Ponte Lanciani,da_definire,24.0,placeholder,,
Ciclabilita_Rete:957a6509e2,ciclabile,Via Lanciani - Viadotto Ciclabile  Ponte Lanciani,da_definire,22.0,placeholder,,
Ciclabilita_Rete:ac29ce09cb,ciclabile,Castel Sant'Angelo - Via della Conciliazione - Via di Porta Angelica - Piazza del Risorgimento,da_definire,22.0,placeholder,,
Ciclabilita_Rete:8bdfa82b6a,ciclabile,Termini-La Sapienza,da_definire,2.0,placeholder,,
Ciclabilita_Rete:a19170f892,ciclabile,Termini-La Sapienza,da_definire,2.0,placeholder,,
Ciclabilita_Rete:befcb14463,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:2afb51c08c,ciclabile,GRAB_Dorsale Aniene,da_definire,0.0,placeholder,,
Ciclabilita_Rete:8d97f1d7fd,ciclabile,Via De Coubertin - Via G.Gaudini - Viale M.Pilsudski,da_definire,0.0,placeholder,,
Ciclabilita_Rete:71e64f6b8d,ciclabile,GRAB_Dorsale Aniene,da_definire,0.0,placeholder,,
Ciclabilita_Rete:6745284efb,ciclabile,Via di San Paolo del Brasile,da_definire,0.0,placeholder,,
Ciclabilita_Rete:59b4ce17e3,ciclabile,Via Flaminia (da Belle Arti a P.zza Venezia),da_definire,0.0,placeholder,,
Ciclabilita_Rete:4cf2f9ba6d,ciclabile,Via degli Olimpionici - Via Austria - Viale XVII Olimpiade - Corso di Francia - Largo Mario Mazzuca - Parcheggio Viale Maresciallo Pilsudski,da_definire,0.0,placeholder,,
Ciclabilita_Rete:e621cdb680,ciclabile,Castel Sant'Angelo - Via della Conciliazione - Via di Porta Angelica - Piazza del Risorgimento,da_definire,23.0,placeholder,,
Ciclabilita_Rete:b5bee849b7,ciclabile,Castel Sant'Angelo - Via della Conciliazione - Via di Porta Angelica - Piazza del Risorgimento,da_definire,5.0,placeholder,,
Ciclabilita_Rete:20608abab3,ciclabile,Collegamento Piazza del Popolo - Vaticano - Via Ottaviano,da_definire,5.0,placeholder,,
Ciclabilita_Rete:c4de45fbcc,ciclabile,Castel Sant'Angelo - Via della Conciliazione - Via di Porta Angelica - Piazza del Risorgimento,da_definire,22.0,placeholder,,
Ciclabilita_Rete:75c0788d89,ciclabile,Collegamento Piazza del Popolo - Vaticano - Via Ottaviano,da_definire,22.0,placeholder,,
Ciclabilita_Rete:0173245dd9,ciclabile,Collegamento Garbatella - Marconi,da_definire,0.0,placeholder,,
Ciclabilita_Rete:f79db82d0d,ciclabile,Ciclovia Francigena,da_definire,0.0,placeholder,,
Ciclabilita_Rete:742c1dd0d5,ciclabile,Via Flaminia (da Belle Arti a P.zza Venezia),da_definire,0.0,placeholder,,
Ciclabilita_Rete:c95e44db88,ciclabile,Via della Lega Lombarda - Via Catania - Via Morgagni,da_definire,21.0,placeholder,,
Ciclabilita_Rete:6bbd5c86c3,ciclabile,Viale Regina Margherita,da_definire,0.0,placeholder,,
Ciclabilita_Rete:8dd821b106,ciclabile,Via Tiburtina dal Tunnel di Santa Bibiana (Piazzale Tiburtino) a Viale Regina Elena,da_definire,1.0,placeholder,,
Ciclabilita_Rete:5be0c3ac14,ciclabile,Via De Coubertin - Via G.Gaudini - Viale M.Pilsudski,da_definire,2.0,placeholder,,
Ciclabilita_Rete:97b8ff8d23,ciclabile,Via Tiburtina dal Tunnel di Santa Bibiana (Piazzale Tiburtino) a Viale Regina Elena,da_definire,2.0,placeholder,,
Ciclabilita_Rete:4c88b10df4,ciclabile,Via Tiburtina dal Tunnel di Santa Bibiana (Piazzale Tiburtino) a Viale Regina Elena,da_definire,1.0,placeholder,,
Ciclabilita_Rete:f7279d2d70,ciclabile,Via della Lega Lombarda - Via Catania - Via Morgagni,da_definire,21.0,placeholder,,
Ciclabilita_Rete:64e9b253ce,ciclabile,Prolungamento Pista Nomentana a Stazione Termini + aggancio piazza di Porta San Lorenzo,da_definire,21.0,placeholder,,
Ciclabilita_Rete:6a6e0aa066,ciclabile,Prolungamento Pista Nomentana a Stazione Termini + aggancio piazza di Porta San Lorenzo,da_definire,0.0,placeholder,,
Ciclabilita_Rete:99c63c914e,ciclabile,Via Nomentana,da_definire,0.0,placeholder,,
Ciclabilita_Rete:2d1a5f55fa,ciclabile,Viale Tiziano - Via De Coubertin,da_definire,0.0,placeholder,,
Ciclabilita_Rete:32f88c43e6,ciclabile,Viale Tiziano,da_definire,0.0,placeholder,,
Ciclabilita_Rete:7143b77c46,ciclabile,Lungotevere della Vittoria - Guglielmo Oberdan - delle Armi - Michelangelo - dei Mellini - Prati,da_definire,21.0,placeholder,,
Ciclabilita_Rete:ed6f67b05a,ciclabile,GRAB,da_definire,21.0,placeholder,,
Ciclabilita_Rete:256e53ddf5,ciclabile,GRAB,da_definire,21.0,placeholder,,
Ciclabilita_Rete:44eca979da,ciclabile,GRAB,da_definire,21.0,placeholder,,
Ciclabilita_Rete:a22bb5b1a9,ciclabile,"Via delle Milizie, da Via Lepanto a Ponte Matteotti",da_definire,0.0,placeholder,,
Ciclabilita_Rete:4ce4e494b6,ciclabile,GRAB,da_definire,100.0,placeholder,,
Ciclabilita_Rete:2b175249d5,ciclabile,GRAB,da_definire,2.0,placeholder,,
Ciclabilita_Rete:51a560117b,ciclabile,GRAB,da_definire,2.0,placeholder,,
Ciclabilita_Rete:b7eb16a375,ciclabile,Via De Coubertin - Via G.Gaudini - Viale M.Pilsudski,da_definire,2.0,placeholder,,
Ciclabilita_Rete:e40490af3f,ciclabile,Viale Tiziano,da_definire,0.0,placeholder,,
Ciclabilita_Rete:00b363919c,ciclabile,Viale Tiziano - Via De Coubertin,da_definire,0.0,placeholder,,
Ciclabilita_Rete:cd49061f63,ciclabile,Via De Coubertin - Via G.Gaudini - Viale M.Pilsudski,da_definire,2.0,placeholder,,
Ciclabilita_Rete:6707f12d61,ciclabile,Via Taranto,da_definire,0.0,placeholder,,
Ciclabilita_Rete:9825d58e47,ciclabile,Via Monselice,da_definire,0.0,placeholder,,
Ciclabilita_Rete:cab89cad96,ciclabile,Via Taranto,da_definire,0.0,placeholder,,
Ciclabilita_Rete:0563610cb2,ciclabile,Prolungamento della pista ciclabile di Via Tuscolana da Porta Furba a Stazione Tuscolana,da_definire,0.0,placeholder,,
Ciclabilita_Rete:3870ba4da3,ciclabile,Corridoio Tuscolano,da_definire,0.0,placeholder,,
Ciclabilita_Rete:fe54baf4e6,ciclabile,Via Appia Nuova - Via Colombo (Via Albalonga - Via Ceneda - Via Pomezia - Via Imera - Via Satrico -Via Pannonia),da_definire,24.0,placeholder,,
Ciclabilita_Rete:42f9b8bd14,ciclabile,Via Appia Nuova - Via Colombo (Via Gallia - Via Cerveteri),da_definire,22.0,placeholder,,
Ciclabilita_Rete:32846f2dc4,ciclabile,Via Appia Nuova - Via Colombo (Via Albalonga - Via Ceneda - Via Pomezia - Via Imera - Via Satrico -Via Pannonia),da_definire,22.0,placeholder,,
Ciclabilita_Rete:358f71f373,ciclabile,Via Appia Nuova - Via Colombo (Via Albalonga - Via Ceneda - Via Pomezia - Via Imera - Via Satrico -Via Pannonia),da_definire,22.0,placeholder,,
Ciclabilita_Rete:a312e6430d,ciclabile,Via Tuscolana (Fermata Roma Tuscolana - Metro Re di Roma),da_definire,0.0,placeholder,,
Ciclabilita_Rete:ad60eb1911,ciclabile,Prolungamento della pista ciclabile di Via Tuscolana da Porta Furba a Stazione Tuscolana,da_definire,0.0,placeholder,,
Ciclabilita_Rete:ac496e02a2,ciclabile,Via La Spezia,da_definire,0.0,placeholder,,
Ciclabilita_Rete:0629a0ea70,ciclabile,Via Tuscolana (Fermata Roma Tuscolana - Metro Re di Roma),da_definire,0.0,placeholder,,
Ciclabilita_Rete:f2656127c0,ciclabile,Largo Toya - Via Rolli - Via Bellani - Lungotevere degli Artigiani,da_definire,1.0,placeholder,,
Ciclabilita_Rete:544bafd79b,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:30f20d1c90,ciclabile,Via dei Quattro Venti,da_definire,0.0,placeholder,,
Ciclabilita_Rete:cf3ae42e17,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:16ffc9a5ce,ciclabile,Via Portuense,da_definire,0.0,placeholder,,
Ciclabilita_Rete:076c9d44de,ciclabile,Viale Quattro Venti,da_definire,24.0,placeholder,,
Ciclabilita_Rete:ad68cb1c03,ciclabile,Viale Quattro Venti,da_definire,24.0,placeholder,,
Ciclabilita_Rete:0459639c90,ciclabile,Viale Quattro Venti,da_definire,24.0,placeholder,,
Ciclabilita_Rete:82c674ce18,ciclabile,Viale Quattro Venti,da_definire,22.0,placeholder,,
Ciclabilita_Rete:aeb3e5eee0,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:74aceb34eb,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:371fafbeea,ciclabile,Dorsale Tevere,da_definire,6.0,placeholder,,
Ciclabilita_Rete:6ce619a3e7,ciclabile,Dorsale Tevere,da_definire,6.0,placeholder,,
Ciclabilita_Rete:c500c30745,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:2a15282cbc,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:1c7be29083,ciclabile,Dorsale Tevere,da_definire,6.0,placeholder,,
Ciclabilita_Rete:e65ab0d804,ciclabile,Via Cassia - Stazione La Giustiniana,da_definire,0.0,placeholder,,
Ciclabilita_Rete:b0c133d06c,ciclabile,Via Giochi Delfici - corso Francia,da_definire,21.0,placeholder,,
Ciclabilita_Rete:270666e482,ciclabile,Via Giochi Delfici - corso Francia,da_definire,21.0,placeholder,,
Ciclabilita_Rete:c877067527,ciclabile,Corso Francia - Via Cassia,da_definire,24.0,placeholder,,
Ciclabilita_Rete:c9be642b5d,ciclabile,Via della Farnesina - Ponte Milvio,da_definire,24.0,placeholder,,
Ciclabilita_Rete:b91f8c3eca,ciclabile,Corso Francia - Via Cassia,da_definire,22.0,placeholder,,
Ciclabilita_Rete:7d8a2c4294,ciclabile,Via della Farnesina - Ponte Milvio,da_definire,22.0,placeholder,,
Ciclabilita_Rete:44f5aaa9e6,ciclabile,Via della Farnesina - Ponte Milvio,da_definire,22.0,placeholder,,
Ciclabilita_Rete:d97ab55b6c,ciclabile,Collegamento Garbatella - Marconi,da_definire,0.0,placeholder,,
Ciclabilita_Rete:4c4b04ae64,ciclabile,Collegamento Garbatella - Marconi,da_definire,0.0,placeholder,,
Ciclabilita_Rete:fb2ef29767,ciclabile,GRAB,da_definire,2.0,placeholder,,
Ciclabilita_Rete:8e09888618,ciclabile,GRAB,da_definire,2.0,placeholder,,
Ciclabilita_Rete:1370e57d53,ciclabile,Val d'Ala - Conca d'Oro,da_definire,0.0,placeholder,,
Ciclabilita_Rete:0590151738,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:2faacf3972,ciclabile,Riserva dell'Aniene,da_definire,0.0,placeholder,,
Ciclabilita_Rete:8136bc845d,ciclabile,Riserva dell'Aniene,da_definire,0.0,placeholder,,
Ciclabilita_Rete:e89dea7b35,ciclabile,Riserva dell'Aniene,da_definire,0.0,placeholder,,
Ciclabilita_Rete:63b2ddd31b,ciclabile,Riserva dell'Aniene,da_definire,0.0,placeholder,,
Ciclabilita_Rete:6a241b2654,ciclabile,Riserva dell'Aniene,da_definire,0.0,placeholder,,
Ciclabilita_Rete:cbaf016559,ciclabile,Riserva dell'Aniene,da_definire,0.0,placeholder,,
Ciclabilita_Rete:fcef7efe2f,ciclabile,Via Val d'Aosta,da_definire,0.0,placeholder,,
Ciclabilita_Rete:d5fb06efdb,ciclabile,Ciclovia delle Valli,da_definire,0.0,placeholder,,
Ciclabilita_Rete:f44262fc97,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:61387a8082,ciclabile,Collegamento ciclabile castel Giubileo - Aeroporto Urbe,da_definire,100.0,placeholder,,
Ciclabilita_Rete:139df52a29,ciclabile,Collegamento Nord in corso di realizzazione di Via Nomentana da Via Val D'Aosta a Ponte Tazio,da_definire,2.0,placeholder,,
Ciclabilita_Rete:bf459f774a,ciclabile,GRAB,da_definire,2.0,placeholder,,
Ciclabilita_Rete:599a9b66c6,ciclabile,Collegamento Nord in corso di realizzazione di Via Nomentana da Via Val D'Aosta a Ponte Tazio,da_definire,2.0,placeholder,,
Ciclabilita_Rete:565016570d,ciclabile,Ciclovia delle Valli (escluso GRAB),da_definire,2.0,placeholder,,
Ciclabilita_Rete:77c00f7a4a,ciclabile,Ciclovia delle Valli (escluso GRAB),da_definire,2.0,placeholder,,
Ciclabilita_Rete:cb1964c2b2,ciclabile,Ciclovia delle Valli (escluso GRAB),da_definire,2.0,placeholder,,
Ciclabilita_Rete:5afc2f5b89,ciclabile,Ciclovia delle Valli (escluso GRAB),da_definire,2.0,placeholder,,
Ciclabilita_Rete:a517b40e4d,ciclabile,Ciclovia delle Valli (escluso GRAB),da_definire,2.0,placeholder,,
Ciclabilita_Rete:b5fbe14bae,ciclabile,Quartiere Pietralata - Ospedale Sandro Pertini (SDO),da_definire,2.0,placeholder,,
Ciclabilita_Rete:a4f5ce1f78,ciclabile,Collegamento ciclabile Largo Spadolini - Via dei Monti di Pietralata,da_definire,2.0,placeholder,,
Ciclabilita_Rete:c6925b860e,ciclabile,Via dei Monti Tiburtini (Ospedale Pertini),da_definire,23.0,placeholder,,
Ciclabilita_Rete:3c704fb990,ciclabile,Via di Portonaccio,da_definire,23.0,placeholder,,
Ciclabilita_Rete:2e6b8f20cc,ciclabile,Via Cipriano Facchinetti - Piazza Riccardo Balsamo Crivelli - Via Alberto Bergamini - Via Federico Verdinois,da_definire,23.0,placeholder,,
Ciclabilita_Rete:41bbaea290,ciclabile,Via Cipriano Facchinetti - Piazza Riccardo Balsamo Crivelli - Via Alberto Bergamini - Via Federico Verdinois,da_definire,23.0,placeholder,,
Ciclabilita_Rete:d83e11ee74,ciclabile,Via dei Monti Tiburtini (Ospedale Pertini),da_definire,24.0,placeholder,,
Ciclabilita_Rete:2a8b60314b,ciclabile,Via della Bufalotta - Viale Adriatico - Viale Camaro,da_definire,24.0,placeholder,,
Ciclabilita_Rete:5c18b7fa62,ciclabile,Collegamento Sempione-Aniene,da_definire,24.0,placeholder,,
Ciclabilita_Rete:8e755e4400,ciclabile,Via della Bufalotta - Viale Adriatico - Viale Camaro,da_definire,22.0,placeholder,,
Ciclabilita_Rete:fb9a9ed78f,ciclabile,Raccordo Metro B1-Via Conca d'Oro,da_definire,22.0,placeholder,,
Ciclabilita_Rete:1492e16cf4,ciclabile,Collegamento Sempione-Aniene,da_definire,22.0,placeholder,,
Ciclabilita_Rete:381b3c7322,ciclabile,Via Ettore Fieramosca,da_definire,22.0,placeholder,,
Ciclabilita_Rete:cb21d96b0f,ciclabile,Via FIlippo Fiorentini - Via Giuseppe Antonio Andriulli - Viale della Serenissima,da_definire,25.0,placeholder,,
Ciclabilita_Rete:00d230c200,ciclabile,Via FIlippo Fiorentini - Via Giuseppe Antonio Andriulli - Viale della Serenissima,da_definire,25.0,placeholder,,
Ciclabilita_Rete:39530d49ae,ciclabile,Via FIlippo Fiorentini - Via Giuseppe Antonio Andriulli - Viale della Serenissima,da_definire,25.0,placeholder,,
Ciclabilita_Rete:b814884a7e,ciclabile,GRAB,da_definire,2.0,placeholder,,
Ciclabilita_Rete:8b5f8042d3,ciclabile,Via Tiburtina (da Stazione Tiburtina a Santa Maria del Soccorso),da_definire,5.0,placeholder,,
Ciclabilita_Rete:d7801b3dcd,ciclabile,Via degli Aromi,da_definire,,placeholder,,
Ciclabilita_Rete:b395516a5d,ciclabile,Quartiere Pietralata - Ospedale Sandro Pertini (SDO),da_definire,2.0,placeholder,,
Ciclabilita_Rete:44b955515e,ciclabile,Via degli Aromi,da_definire,23.0,placeholder,,
Ciclabilita_Rete:a9e37b3ce1,ciclabile,Quartiere Pietralata - Ospedale Sandro Pertini (SDO),da_definire,2.0,placeholder,,
Ciclabilita_Rete:cec82900b3,ciclabile,Via dei Monti Tiburtini (Ospedale Pertini),da_definire,25.0,placeholder,,
Ciclabilita_Rete:26a0df99da,ciclabile,Viale Altiero Spinelli (riconnessione Stazione Tiburtina - Via Tiburtina),da_definire,23.0,placeholder,,
Ciclabilita_Rete:f6fdc66669,ciclabile,Via della Bufalotta - Viale Adriatico - Viale Camaro,da_definire,0.0,placeholder,,
Ciclabilita_Rete:76b3e20b3b,ciclabile,Via della Bufalotta - Viale Adriatico - Viale Camaro,da_definire,21.0,placeholder,,
